ojibwe,english,word_with_ambiguity,fst_readings
Mii ko o'ow waabooyaan naa asemaan asaad da-bagijiged awiya.,When someone makes an offering it's usually a blanket and tobacco.,"{'word_form': 'asemaan', 'fst_analyses': ['asemaa+NA+ObvPl', 'asemaa+NA+ObvSg']}","[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'ko', 'fst_analyses': ['ko+PCAsp']}, {'word_form': ""o'ow"", 'fst_analyses': [""o'ow+PRONDem""]}, {'word_form': 'waabooyaan', 'fst_analyses': ['waabooyaan+NI+Sg']}, {'word_form': 'naa', 'fst_analyses': ['naa+PCEmph']}, {'word_form': 'asemaan', 'fst_analyses': ['asemaa+NA+ObvPl', 'asemaa+NA+ObvSg']}, {'word_form': 'asaad', 'fst_analyses': ['ashi+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'ashi+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'da-bagijiged', 'fst_analyses': ['PVTense/daa+bagijige+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'awiya', 'fst_analyses': ['awiya+PRONIndf']}, {'word_form': '.', 'fst_analyses': []}]"
Gii-kwiinawi-doodam aana-wii-wiidookaazod omaa o-bagijigewind.,He didn't know what to do when he wanted to help out with the offerings.,"{'word_form': 'gii-kwiinawi-doodam', 'fst_analyses': ['PVTense/gii+PVLex/gwiinawi+doodam+VAI+Ind+Pos+Neu+3SgProxSubj', 'PVTense/gii+gwiinawi-doodam+VAI+Ind+Pos+Neu+3SgProxSubj']}","[{'word_form': 'gii-kwiinawi-doodam', 'fst_analyses': ['PVTense/gii+PVLex/gwiinawi+doodam+VAI+Ind+Pos+Neu+3SgProxSubj', 'PVTense/gii+gwiinawi-doodam+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'aana-wii-wiidookaazod', 'fst_analyses': ['PVTense/aana+PVTense/wii+wiidookaazo+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': 'o-bagijigewind', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Niibiwa na giin gidayaan waasigani-bimide.,Do you have a lot of gas?,"{'word_form': 'giin', 'fst_analyses': ['giin+PRONPer', 'iiw+NAD+ObvPl+2SgPoss', 'iiw+NAD+ObvSg+2SgPoss']}","[{'word_form': 'niibiwa', 'fst_analyses': ['niibiwa+ADVQnt']}, {'word_form': 'na', 'fst_analyses': ['na+PCDisc']}, {'word_form': 'giin', 'fst_analyses': ['giin+PRONPer', 'iiw+NAD+ObvPl+2SgPoss', 'iiw+NAD+ObvSg+2SgPoss']}, {'word_form': 'gidayaan', 'fst_analyses': ['ayaan+VTI+Ind+Pos+Neu+2SgSubj+0SgObj']}, {'word_form': 'waasigani-bimide', 'fst_analyses': ['waasigani-bimide+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]"
Gii-mashkawaabiigad i'iw zhinoodaagan gaa-aabajichigaadeg gii-dakobinind a'aw asab.,The cord they used to tie the net was strong.,"{'word_form': 'gaa-aabajichigaadeg', 'fst_analyses': ['PVSub/gaa+aabajichigaade+VII+Cnj+Pos+Neu+0SgSubj', 'PVSub/gaa+aabajichigaade+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+aabajichigaade+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}","[{'word_form': 'gii-mashkawaabiigad', 'fst_analyses': ['PVTense/gii+mashkawaabiigad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem""]}, {'word_form': 'zhinoodaagan', 'fst_analyses': ['zhinoodaagan+NI+Sg']}, {'word_form': 'gaa-aabajichigaadeg', 'fst_analyses': ['PVSub/gaa+aabajichigaade+VII+Cnj+Pos+Neu+0SgSubj', 'PVSub/gaa+aabajichigaade+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+aabajichigaade+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': 'gii-dakobinind', 'fst_analyses': []}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem""]}, {'word_form': 'asab', 'fst_analyses': ['asab+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]"
Gii-ziigwang binadowe animosh. Ditisadowe gii-niibininig.,A dog sheds (its fine fur) in the spring. It has a real thin coat in the summer.,"{'word_form': 'gii-niibininig', 'fst_analyses': ['PVTense/gii+niibin+VII+Cnj+Pos+Neu+0PlObvSubj', 'PVTense/gii+niibin+VII+Cnj+Pos+Neu+0SgObvSubj']}","[{'word_form': 'gii-ziigwang', 'fst_analyses': []}, {'word_form': 'binadowe', 'fst_analyses': ['binadowe+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'animosh', 'fst_analyses': ['animosh+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ditisadowe', 'fst_analyses': ['ditisadowe+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'gii-niibininig', 'fst_analyses': ['PVTense/gii+niibin+VII+Cnj+Pos+Neu+0PlObvSubj', 'PVTense/gii+niibin+VII+Cnj+Pos+Neu+0SgObvSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Ombiigweyaakwa'ige meme mitigong.,The pileated woodpecker knocks loudly on a tree.,"{'word_form': 'mitigong', 'fst_analyses': ['mitig+NI+Loc', 'mitig+NA+Loc']}","[{'word_form': ""ombiigweyaakwa'ige"", 'fst_analyses': []}, {'word_form': 'meme', 'fst_analyses': ['meme+NA+ProxSg']}, {'word_form': 'mitigong', 'fst_analyses': ['mitig+NI+Loc', 'mitig+NA+Loc']}, {'word_form': '.', 'fst_analyses': []}]"
Ogii-tawisidoon ataasoowigamig wii-ataasod.,He made room in the shed to store stuff.,"{'word_form': 'wii-ataasod', 'fst_analyses': ['PVTense/wii+ataaso+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/wii+ataason+VAIO+Cnj+Pos+Neu+3SgProxSubj+0SgObj', 'PVTense/wii+ataason+VAIO+Cnj+Pos+Neu+3SgProxSubj+0PlObj']}","[{'word_form': 'ogii-tawisidoon', 'fst_analyses': ['PVTense/gii+dawisidoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'ataasoowigamig', 'fst_analyses': ['ataasoowigamig+NI+Sg']}, {'word_form': 'wii-ataasod', 'fst_analyses': ['PVTense/wii+ataaso+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/wii+ataason+VAIO+Cnj+Pos+Neu+3SgProxSubj+0SgObj', 'PVTense/wii+ataason+VAIO+Cnj+Pos+Neu+3SgProxSubj+0PlObj']}, {'word_form': '.', 'fst_analyses': []}]"
Aaniin ekoosagak.,How long is it (something of finished wood)?,"{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}","[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'ekoosagak', 'fst_analyses': ['akoosagad+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': '.', 'fst_analyses': []}]"
Bwaawishkaa odaabaanaak. Ganabaj onzaam magozigoshin.,The sled won't go. I think it's too iced up.,"{'word_form': 'bwaawishkaa', 'fst_analyses': ['bwaawishkaa+VAI+Ind+Pos+Neu+3SgProxSubj', 'bwaawishkaa+VII+Ind+Pos+Neu+0SgSubj']}","[{'word_form': 'bwaawishkaa', 'fst_analyses': ['bwaawishkaa+VAI+Ind+Pos+Neu+3SgProxSubj', 'bwaawishkaa+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'odaabaanaak', 'fst_analyses': ['odaabaanaak+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'magozigoshin', 'fst_analyses': ['magozigoshin+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Obishagibinaan iniwen wezaawiminagizinid.,S/he peeling that orange.,"{'word_form': 'obishagibinaan', 'fst_analyses': ['bishagibizh+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'bishagibizh+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}","[{'word_form': 'obishagibinaan', 'fst_analyses': ['bishagibizh+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj', 'bishagibizh+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'iniwen', 'fst_analyses': ['iniwen+PRONDem']}, {'word_form': 'wezaawiminagizinid', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Ogii-tebibidoon jiimaan jibwaa-niminaaweyaasininig.,He caught the canoe before it blew out into the lake.,"{'word_form': 'jibwaa-niminaaweyaasininig', 'fst_analyses': ['PVTense/jibwaa+niminaaweyaasin+VII+Cnj+Pos+Neu+0PlObvSubj', 'PVTense/jibwaa+niminaaweyaasin+VII+Cnj+Pos+Neu+0SgObvSubj']}","[{'word_form': 'ogii-tebibidoon', 'fst_analyses': ['PVTense/gii+debibidoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'jiimaan', 'fst_analyses': ['jiimaan+NI+Sg']}, {'word_form': 'jibwaa-niminaaweyaasininig', 'fst_analyses': ['PVTense/jibwaa+niminaaweyaasin+VII+Cnj+Pos+Neu+0PlObvSubj', 'PVTense/jibwaa+niminaaweyaasin+VII+Cnj+Pos+Neu+0SgObvSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Gego babaamenimaaken animoshag gaa-miigaadiwaad. Giga-bitamigoog.,Don't bother the fighting dogs. They might accidentally bite you.,"{'word_form': 'babaamenimaaken', 'fst_analyses': ['babaamenim+VTA+Imp+Prb+2SgSubj+3PlProxObj', 'babaamenim+VTA+Imp+Prb+2SgSubj+3SgProxObj']}","[{'word_form': 'gego', 'fst_analyses': ['gego+ADVNeg']}, {'word_form': 'babaamenimaaken', 'fst_analyses': ['babaamenim+VTA+Imp+Prb+2SgSubj+3PlProxObj', 'babaamenim+VTA+Imp+Prb+2SgSubj+3SgProxObj']}, {'word_form': 'animoshag', 'fst_analyses': ['animosh+NA+ProxPl']}, {'word_form': 'gaa-miigaadiwaad', 'fst_analyses': ['PVSub/gaa+miigaadiwag+VAI+Cnj+Pos+Neu+3PlProxSubj+3PlProxObj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'giga-bitamigoog', 'fst_analyses': ['PVTense/ga+bitam+VTA+Ind+Pos+Neu+3PlProxSubj+2SgObj']}, {'word_form': '.', 'fst_analyses': []}]"
Naadwewem mooz.,Call the moose.,"{'word_form': 'naadwewem', 'fst_analyses': ['naadwewem+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'naadwewem+VTA+Imp+Sim+2SgSubj+3PlProxObj']}","[{'word_form': 'naadwewem', 'fst_analyses': ['naadwewem+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'naadwewem+VTA+Imp+Sim+2SgSubj+3PlProxObj']}, {'word_form': 'mooz', 'fst_analyses': ['moonz+NA+ProxSg', 'mooz+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]"
Opimeya'ii ani-inaaboonodaa.,Let's go down the rapids on the side.,"{'word_form': 'ani-inaaboonodaa', 'fst_analyses': ['PVDir/ani+inaaboono+VAI+Imp+Del+InclSubj', 'PVDir/ani+inaaboono+VAI+Imp+Sim+InclSubj']}","[{'word_form': ""opimeya'ii"", 'fst_analyses': [""opimeya'ii+ADVLoc""]}, {'word_form': 'ani-inaaboonodaa', 'fst_analyses': ['PVDir/ani+inaaboono+VAI+Imp+Del+InclSubj', 'PVDir/ani+inaaboono+VAI+Imp+Sim+InclSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Aaniin epiichaag oodenaang? |  Niisimidana daso-diba'igan apiichaa.,How far to town? | I think it is about thirty miles.,"{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}","[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'epiichaag', 'fst_analyses': ['apiichaa+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': 'oodenaang', 'fst_analyses': []}, {'word_form': '?', 'fst_analyses': []}, {'word_form': '|', 'fst_analyses': []}, {'word_form': 'niisimidana', 'fst_analyses': []}, {'word_form': ""daso-diba'igan"", 'fst_analyses': [""daso-diba'igan+NUM""]}, {'word_form': 'apiichaa', 'fst_analyses': ['apiichaa+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Mooz animibatoo. Jiigaakwaang ani-apatoo.,A moose is running away. He's running along the edge of the trees.,"{'word_form': 'mooz', 'fst_analyses': ['moonz+NA+ProxSg', 'mooz+NA+ProxSg']}","[{'word_form': 'mooz', 'fst_analyses': ['moonz+NA+ProxSg', 'mooz+NA+ProxSg']}, {'word_form': 'animibatoo', 'fst_analyses': ['animibatoo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'jiigaakwaang', 'fst_analyses': ['jiigaakwaang+ADVLoc']}, {'word_form': 'ani-apatoo', 'fst_analyses': ['PVDir/ani+apatoo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Odapenimonan omaamaayan ji-bami'igod.,He relies on his mother to take care of him.,"{'word_form': 'omaamaayan', 'fst_analyses': ['maamaa+NAD+ObvPl+3SgProxPoss', 'maamaa+NAD+ObvSg+3SgProxPoss']}","[{'word_form': 'odapenimonan', 'fst_analyses': ['apenimon+VAIO+Ind+Pos+Neu+3SgProxSubj+0PlObj']}, {'word_form': 'omaamaayan', 'fst_analyses': ['maamaa+NAD+ObvPl+3SgProxPoss', 'maamaa+NAD+ObvSg+3SgProxPoss']}, {'word_form': ""ji-bami'igod"", 'fst_analyses': [""PVTense/daa+bami'+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj"", ""PVTense/ga+bami'+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj"", ""PVTense/daa+bami'+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj"", ""PVTense/ga+bami'+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj"", ""PVTense/daa+bami'+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj"", ""PVTense/ga+bami'+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj"", ""PVTense/daa+bami'+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj"", ""PVTense/ga+bami'+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj""]}, {'word_form': '.', 'fst_analyses': []}]"
Weweni obami'aan iniw omishoomisan.,He's taking good care for his grandfather.,"{'word_form': ""obami'aan"", 'fst_analyses': [""bami'+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj"", ""bami'+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj""]}","[{'word_form': 'weweni', 'fst_analyses': ['weweni+ADVMan']}, {'word_form': ""obami'aan"", 'fst_analyses': [""bami'+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj"", ""bami'+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj""]}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem']}, {'word_form': 'omishoomisan', 'fst_analyses': ['mishoomis+NAD+ObvPl+3SgProxPoss', 'mishoomis+NAD+ObvSg+3SgProxPoss']}, {'word_form': '.', 'fst_analyses': []}]"
Bwaawidam ge wiin ji-anokii'ind.,He couldn't convince them to hire him.,"{'word_form': 'wiin', 'fst_analyses': ['iiw+NAD+ObvPl+3SgProxPoss', 'iiw+NAD+ObvSg+3SgProxPoss', 'wiin+PRONPer', 'wiin+PCDisc']}","[{'word_form': 'bwaawidam', 'fst_analyses': []}, {'word_form': 'ge', 'fst_analyses': ['ge+ADVConj']}, {'word_form': 'wiin', 'fst_analyses': ['iiw+NAD+ObvPl+3SgProxPoss', 'iiw+NAD+ObvSg+3SgProxPoss', 'wiin+PRONPer', 'wiin+PCDisc']}, {'word_form': ""ji-anokii'ind"", 'fst_analyses': [""PVTense/daa+anokii'+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj"", ""PVTense/ga+anokii'+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj""]}, {'word_form': '.', 'fst_analyses': []}]"
Aaniin endashiwaad.,How many are there of them?,"{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}","[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'endashiwaad', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Atoon daga iniw onaaganan imaa ataasowining.,Please put the dishes in the cupboard.,"{'word_form': 'atoon', 'fst_analyses': ['atoon+VTI+Imp+Sim+2SgSubj+0SgObj', 'atoon+VTI+Imp+Sim+2SgSubj+0PlObj']}","[{'word_form': 'atoon', 'fst_analyses': ['atoon+VTI+Imp+Sim+2SgSubj+0SgObj', 'atoon+VTI+Imp+Sim+2SgSubj+0PlObj']}, {'word_form': 'daga', 'fst_analyses': ['daga+PCDisc']}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem']}, {'word_form': 'onaaganan', 'fst_analyses': ['onaagan+NI+Pl']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'ataasowining', 'fst_analyses': ['ataasowin+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]"
Aandi gaa-onjiwidood iniw biizikiiganan.,Where did he get the clothes from?,"{'word_form': 'gaa-onjiwidood', 'fst_analyses': ['PVSub/gaa+onjiwidoon+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj', 'PVSub/gaa+onjiwidoon+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj']}","[{'word_form': 'aandi', 'fst_analyses': ['aandi+ADVInter']}, {'word_form': 'gaa-onjiwidood', 'fst_analyses': ['PVSub/gaa+onjiwidoon+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj', 'PVSub/gaa+onjiwidoon+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj']}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem']}, {'word_form': 'biizikiiganan', 'fst_analyses': ['biizikiigan+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}]"
Aaniin wenji-wiiweginaman iniw mazina'iganan.,Why are you wrapping the books?,"{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}","[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'wenji-wiiweginaman', 'fst_analyses': []}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem']}, {'word_form': ""mazina'iganan"", 'fst_analyses': [""mazina'igan+NA+ObvPl"", ""mazina'igan+NA+ObvSg"", ""mazina'igan+NI+Pl""]}, {'word_form': '.', 'fst_analyses': []}]"
Niin iko ningii-kidinamegwe binda'ogowaad igi giigoonyag.,I was the one who used to take the fish out of the nets when the fish were caught.,"{'word_form': 'niin', 'fst_analyses': ['niin+PRONPer', 'iiw+NAD+ObvPl+1SgPoss', 'iiw+NAD+ObvSg+1SgPoss']}","[{'word_form': 'niin', 'fst_analyses': ['niin+PRONPer', 'iiw+NAD+ObvPl+1SgPoss', 'iiw+NAD+ObvSg+1SgPoss']}, {'word_form': 'iko', 'fst_analyses': ['iko+PCAsp']}, {'word_form': 'ningii-kidinamegwe', 'fst_analyses': ['PVTense/gii+gidinamegwe+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': ""binda'ogowaad"", 'fst_analyses': []}, {'word_form': 'igi', 'fst_analyses': []}, {'word_form': 'giigoonyag', 'fst_analyses': ['giigoonh+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]"
Mii iw nisogon aabidaanimak. Gaawiin ganage gibitaanimasinoon.,It's three days now the wind has been steady -- it's not even stopped at all.,"{'word_form': 'aabidaanimak', 'fst_analyses': ['aabidaanimad+VII+Cnj+Pos+Neu+0SgSubj', 'aabidaanimad+VII+Cnj+Pos+Neu+0PlSubj']}","[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'iw', 'fst_analyses': ['iw+PRONDem']}, {'word_form': 'nisogon', 'fst_analyses': ['nisogon+NUM']}, {'word_form': 'aabidaanimak', 'fst_analyses': ['aabidaanimad+VII+Cnj+Pos+Neu+0SgSubj', 'aabidaanimad+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'ganage', 'fst_analyses': ['ganage+ADVMan']}, {'word_form': 'gibitaanimasinoon', 'fst_analyses': ['gibitaanimad+VII+Ind+Neg+Neu+0PlSubj', 'gibitaanimad+VII+Ind+Neg+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Biiwaabiko-giishkiboojiganens gidaa-aabajitoon ji-bookwaabikiboonad gashkaabika'igan giishpin gii-wanitooyan gidaabaabika'igan.,You can use a hacksaw to saw your padlock in half if you lose your key to it.,"{'word_form': 'ji-bookwaabikiboonad', 'fst_analyses': ['PVTense/daa+bookwaabikiboozh+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj', 'PVTense/ga+bookwaabikiboozh+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj']}","[{'word_form': 'biiwaabiko-giishkiboojiganens', 'fst_analyses': ['biiwaabiko-giishkiboojiganens+NI+Sg']}, {'word_form': 'gidaa-aabajitoon', 'fst_analyses': ['PVTense/daa+aabajitoon+VTI+Ind+Pos+Neu+2SgSubj+0SgObj']}, {'word_form': 'ji-bookwaabikiboonad', 'fst_analyses': ['PVTense/daa+bookwaabikiboozh+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj', 'PVTense/ga+bookwaabikiboozh+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj']}, {'word_form': ""gashkaabika'igan"", 'fst_analyses': [""gashkaabika'igan+NA+ProxSg"", ""gashkaabika'igan+NI+Sg""]}, {'word_form': 'giishpin', 'fst_analyses': ['giishpin+ADVGram']}, {'word_form': 'gii-wanitooyan', 'fst_analyses': ['PVTense/gii+wanitoon+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj', 'PVTense/gii+wanitoon+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj']}, {'word_form': ""gidaabaabika'igan"", 'fst_analyses': [""aabaabika'igan+NI+Sg+2SgPoss""]}, {'word_form': '.', 'fst_analyses': []}]"
Gabe-dibik ogii-takagonjidoon odoodooshaaboom.,She cooled off her jug of milk in the water overnight.,"{'word_form': 'gabe-dibik', 'fst_analyses': ['gabe-dibik+ADVTmp', 'PVLex/gabe+dibik+ADVTmp']}","[{'word_form': 'gabe-dibik', 'fst_analyses': ['gabe-dibik+ADVTmp', 'PVLex/gabe+dibik+ADVTmp']}, {'word_form': 'ogii-takagonjidoon', 'fst_analyses': ['PVTense/gii+dakagonjidoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'odoodooshaaboom', 'fst_analyses': ['doodooshaaboo+NI+Poss+Sg+3SgProxPoss', 'doodooshaabo+NI+Poss+Sg+3SgProxPoss']}, {'word_form': '.', 'fst_analyses': []}]"
Zagwakidewan manoominaganzhiin. Bwaawishkaa jiimaan.,The rice is so thick. It's hard to paddle the canoe.,"{'word_form': 'bwaawishkaa', 'fst_analyses': ['bwaawishkaa+VAI+Ind+Pos+Neu+3SgProxSubj', 'bwaawishkaa+VII+Ind+Pos+Neu+0SgSubj']}","[{'word_form': 'zagwakidewan', 'fst_analyses': ['zagwakidewan+VIIPL+Ind+Pos+Neu+0PlSubj']}, {'word_form': 'manoominaganzhiin', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'bwaawishkaa', 'fst_analyses': ['bwaawishkaa+VAI+Ind+Pos+Neu+3SgProxSubj', 'bwaawishkaa+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'jiimaan', 'fst_analyses': ['jiimaan+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]"
Bagoshi'iwe ji-ashamind.,He's wishing you'd feed him.,"{'word_form': 'ji-ashamind', 'fst_analyses': ['PVTense/daa+asham+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj', 'PVTense/ga+asham+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj']}","[{'word_form': ""bagoshi'iwe"", 'fst_analyses': [""bagoshi'iwe+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'ji-ashamind', 'fst_analyses': ['PVTense/daa+asham+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj', 'PVTense/ga+asham+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]"
Gii-migoshkaadendam gaa-ako-wani'aad iniw ojiwaaman.,He's been really bothered since he lost his friend.,"{'word_form': ""gaa-ako-wani'aad"", 'fst_analyses': [""PVSub/gaa+PVRel/ako+wani'+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj"", ""PVSub/gaa+PVRel/ako+wani'+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj""]}","[{'word_form': 'gii-migoshkaadendam', 'fst_analyses': ['PVTense/gii+migoshkaadendam+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""gaa-ako-wani'aad"", 'fst_analyses': [""PVSub/gaa+PVRel/ako+wani'+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj"", ""PVSub/gaa+PVRel/ako+wani'+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj""]}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem']}, {'word_form': 'ojiwaaman', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]"
Owenji'aan dazhiikawaad ini aagimaakoon onaaginaad.,He's a master at working on ash to bend it to shape.,"{'word_form': ""owenji'aan"", 'fst_analyses': [""wenji'+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj"", ""wenji'+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj""]}","[{'word_form': ""owenji'aan"", 'fst_analyses': [""wenji'+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj"", ""wenji'+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj""]}, {'word_form': 'dazhiikawaad', 'fst_analyses': ['dazhiikaw+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'dazhiikaw+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'ini', 'fst_analyses': []}, {'word_form': 'aagimaakoon', 'fst_analyses': ['aagimaak+NA+ObvSg', 'aagimaak+NA+ObvPl']}, {'word_form': 'onaaginaad', 'fst_analyses': ['onaagin+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'onaagin+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': '.', 'fst_analyses': []}]"
