ojibwe,english,fst_readings,speaker
Jiigi-ziibi dananjige amik.,A beaver eats by the river.,"[{'word_form': 'jiigi-ziibi', 'fst_analyses': ['PNLex/jiigi+ziibi+NI+Sg', 'jiigi-ziibi+ADVLoc']}, {'word_form': 'dananjige', 'fst_analyses': ['dananjige+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'amik', 'fst_analyses': ['amik+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Ozhiga'igaazo mitig.,A tree is being tapped.,"[{'word_form': ""ozhiga'igaazo"", 'fst_analyses': [""ozhiga'igaazo+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'mitig', 'fst_analyses': ['mitig+NA+ProxSg', 'mitig+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Baamaa waabang giga-bi-naazikawin.,Wait until tomorrow  and I'll come and get you then.,"[{'word_form': 'baamaa', 'fst_analyses': ['baamaa+ADVTmp']}, {'word_form': 'waabang', 'fst_analyses': ['waaban+VII+Cnj+Pos+Neu+0SgSubj', 'waaban+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': 'giga-bi-naazikawin', 'fst_analyses': ['PVTense/ga+PVDir/bi+naazikaw+VTA+Ind+Pos+Neu+1SgSubj+2SgObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Naazikawishiikaan giizhiitaayan omaa ezhichigeyan.,Come to me when you are done with what you're doing.,"[{'word_form': 'naazikawishiikaan', 'fst_analyses': []}, {'word_form': 'giizhiitaayan', 'fst_analyses': ['giizhiitaa+VAI+Cnj+Pos+Neu+2SgSubj']}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': 'ezhichigeyan', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",es
Gibi-naazikawin.,I'm coming to get you.,"[{'word_form': 'gibi-naazikawin', 'fst_analyses': ['PVDir/bi+naazikaw+VTA+Ind+Pos+Neu+1SgSubj+2SgObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Midaaso-diba'iganeyaag giwii-pi-naazikawin.,I am coming to get you at 10 o'clock.,"[{'word_form': ""midaaso-diba'iganeyaag"", 'fst_analyses': [""PVQnt/midaaso+diba'iganeyaa+VII+Cnj+Pos+Neu+0SgSubj"", ""midaaso-diba'iganeyaa+VII+Cnj+Pos+Neu+0SgSubj"", ""PVQnt/midaaso+diba'iganeyaa+VII+Cnj+Pos+Neu+0PlSubj"", ""midaaso-diba'iganeyaa+VII+Cnj+Pos+Neu+0PlSubj""]}, {'word_form': 'giwii-pi-naazikawin', 'fst_analyses': ['PVTense/wii+PVDir/bi+naazikaw+VTA+Ind+Pos+Neu+1SgSubj+2SgObj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Nimaamaa ko ogii-aabajitoon i'iw wiigwaasi-makak gii-... gii-atood iwe anishinaabe-ziinzibaakwad.,My mother used to use a birch bark basket when she put away the maple sugar.,"[{'word_form': 'nimaamaa', 'fst_analyses': ['maamaay+NAD+ProxSg+1SgPoss', 'maamaa+NAD+ProxSg+1SgPoss']}, {'word_form': 'ko', 'fst_analyses': ['ko+PCAsp']}, {'word_form': 'ogii-aabajitoon', 'fst_analyses': ['PVTense/gii+aabajitoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': 'wiigwaasi-makak', 'fst_analyses': ['wiigwaasi-makak+NI+Sg']}, {'word_form': 'gii-', 'fst_analyses': ['PVTense/gii+']}, {'word_form': '...', 'fst_analyses': []}, {'word_form': 'gii-atood', 'fst_analyses': ['PVTense/gii+atoon+VTI+Cnj+Pos+Neu+3SgProxSubj+0PlObj', 'PVTense/gii+atoon+VTI+Cnj+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'anishinaabe-ziinzibaakwad', 'fst_analyses': ['anishinaabe-ziinzibaakwad+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",rg
Ninitaa-ozhitoon anishinaabe-ziinzibaakwad.,I know how to make maple sugar.,"[{'word_form': 'ninitaa-ozhitoon', 'fst_analyses': ['PVLex/nitaa+ozhitoon+VTI+Ind+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': 'anishinaabe-ziinzibaakwad', 'fst_analyses': ['anishinaabe-ziinzibaakwad+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",rg
Omooday mooshkinemagad.,The bottle is full.,"[{'word_form': 'omooday', 'fst_analyses': ['omooday+NI+Sg']}, {'word_form': 'mooshkinemagad', 'fst_analyses': ['mooshkine+VAI+Der/magad+VII+Ind+Pos+Neu+0SgSubj', 'mooshkine+VII+Aug/magad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]",rg
Niwii'-agwaa'oodoon nimbawa'amowin; onzaam mooshkine ninjiimaan.,I'm going to take my load of rice ashore because my canoe is too full.,"[{'word_form': ""niwii'-agwaa'oodoon"", 'fst_analyses': [""PVTense/wii'+agwaa'oodoon+VTI+Ind+Pos+Neu+1SgSubj+0SgObj""]}, {'word_form': ""nimbawa'amowin"", 'fst_analyses': [""bawa'amowin+NI+Sg+1SgPoss""]}, {'word_form': ';', 'fst_analyses': []}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'mooshkine', 'fst_analyses': ['mooshkine+VAI+Ind+Pos+Neu+3SgProxSubj', 'mooshkine+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'ninjiimaan', 'fst_analyses': ['jiimaan+NI+Sg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",nj
Mii iw gii-maadaajimod nimishoomis iw aadizooked.,Grandfather begin to tell his legends.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'iw', 'fst_analyses': ['iw+PRONDem+NI+Sg']}, {'word_form': 'gii-maadaajimod', 'fst_analyses': ['PVTense/gii+maadaajimo+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'nimishoomis', 'fst_analyses': ['mishoomis+NAD+ProxSg+1SgPoss']}, {'word_form': 'iw', 'fst_analyses': ['iw+PRONDem+NI+Sg']}, {'word_form': 'aadizooked', 'fst_analyses': ['aadizooke+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Ganabaj wiiba da-bwaanawi'o nimishoomis. Mashkikiiwininiwan odigoon okanaapined.,I think my grandfather won't be able (to walk) soon. The doctor told him he has arthritis.,"[{'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': 'wiiba', 'fst_analyses': ['wiiba+ADVTmp']}, {'word_form': ""da-bwaanawi'o"", 'fst_analyses': [""PVTense/ga+bwaanawi'o+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'nimishoomis', 'fst_analyses': ['mishoomis+NAD+ProxSg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'mashkikiiwininiwan', 'fst_analyses': ['mashkikiiwinini+NA+ObvPl', 'mashkikiiwinini+NA+ObvSg']}, {'word_form': 'odigoon', 'fst_analyses': ['izhi+VTA+Ind+Pos+Neu+3PlObvSubj+3SgProxObj', 'izhi+VTA+Ind+Pos+Neu+3SgObvSubj+3SgProxObj']}, {'word_form': 'okanaapined', 'fst_analyses': ['okanaapine+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",nj
Aaniin gaa'-inapinad waawaashkeshi gaa-gii'-agoonad. Gigii-piskaabiiginaan ina zhinoodaagan.,How did you tie the deer you hung? Did you make a loop in the rope [so it will come down easily]?,"[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': ""gaa'-inapinad"", 'fst_analyses': []}, {'word_form': 'waawaashkeshi', 'fst_analyses': ['waawaashkeshi+NA+ProxSg']}, {'word_form': ""gaa-gii'-agoonad"", 'fst_analyses': [""PVSub/gaa+PVTense/gii'+agoozh+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gigii-piskaabiiginaan', 'fst_analyses': ['PVTense/gii+biskaabiiginan+VTI+Ind+Pos+Neu+2SgSubj+0SgObj']}, {'word_form': 'ina', 'fst_analyses': ['ina+PCDisc']}, {'word_form': 'zhinoodaagan', 'fst_analyses': ['zhinoodaagan+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Baakagoojin awe imbimoonjigan.,My bustle is hanging open.,"[{'word_form': 'baakagoojin', 'fst_analyses': ['baakagoojin+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'imbimoonjigan', 'fst_analyses': ['bimoonjigan+NA+ProxSg+1SgPoss', 'bimoonjigan+NI+Sg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]",es
Debwewe'igewag igiw waakaa'igewininiwag.,You can hear the carpenters hammering away.,"[{'word_form': ""debwewe'igewag"", 'fst_analyses': [""debwewe'ige+VAI+Ind+Pos+Neu+3PlProxSubj""]}, {'word_form': 'igiw', 'fst_analyses': ['igiw+PRONDem+NA+ProxPl']}, {'word_form': ""waakaa'igewininiwag"", 'fst_analyses': [""waakaa'igewinini+NA+ProxPl""]}, {'word_form': '.', 'fst_analyses': []}]",es
Aandi gaa-ondinaman giwewebanaabaan. | Adaawewigamigong ingii-ondinaan.,Where did you get your fishing pole? | I got it at the store.,"[{'word_form': 'aandi', 'fst_analyses': ['aandi+ADVInter']}, {'word_form': 'gaa-ondinaman', 'fst_analyses': ['PVSub/gaa+ondinan+VTI+Cnj+Pos+Neu+2SgSubj+0PlObj', 'PVSub/gaa+ondinan+VTI+Cnj+Pos+Neu+2SgSubj+0SgObj']}, {'word_form': 'giwewebanaabaan', 'fst_analyses': ['wewebanaabaan+NI+Sg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'adaawewigamigong', 'fst_analyses': ['adaawewigamig+NI+Loc']}, {'word_form': 'ingii-ondinaan', 'fst_analyses': ['PVTense/gii+ondinan+VTI+Ind+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': '.', 'fst_analyses': []}]",es
Basadinaang gii-tagogin 'iw adaawewigamig.,The store is in the valley among other buildings.,"[{'word_form': 'basadinaang', 'fst_analyses': []}, {'word_form': 'gii-tagogin', 'fst_analyses': ['PVTense/gii+dagon+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': 'iw', 'fst_analyses': ['iw+PRONDem+NI+Sg']}, {'word_form': 'adaawewigamig', 'fst_analyses': ['adaawewigamig+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",es
Ambe daga wiijiiwishin. Naadidaa i'iw doodooshaaboo imaa adaawewigamigong.,Come on with me. Let's go after some milk at the store.,"[{'word_form': 'ambe', 'fst_analyses': ['ambe+PCInterj']}, {'word_form': 'daga', 'fst_analyses': ['daga+PCDisc']}, {'word_form': 'wiijiiwishin', 'fst_analyses': ['wiijiiw+VTA+Imp+Sim+2SgSubj+1SgObj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'naadidaa', 'fst_analyses': ['naadin+VTI+Imp+Sim+InclSubj+0SgObj']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': 'doodooshaaboo', 'fst_analyses': ['doodooshaaboo+NI+Sg']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': 'adaawewigamigong', 'fst_analyses': ['adaawewigamig+NI+Loc']}, {'word_form': '.', 'fst_analyses': []}]",es
Ogiziibiiginaanan waasechiganan.,He's washing the windows.,"[{'word_form': 'ogiziibiiginaanan', 'fst_analyses': ['giziibiiginan+VTI+Ind+Pos+Neu+3PlObvSubj+0PlObj', 'giziibiiginan+VTI+Ind+Pos+Neu+3SgObvSubj+0PlObj', 'giziibiiginan+VTI+Ind+Pos+Neu+3SgProxSubj+0PlObj']}, {'word_form': 'waasechiganan', 'fst_analyses': ['waasechigan+NI+Pl']}, {'word_form': '.', 'fst_analyses': []}]",es
Nibwaanawitoon wii-kiziibiiginamaan nzhiigan wenji-agwaagozhiiganeyaan.,I can't reach to wash my lower back and that's why I have a crusty back.,"[{'word_form': 'nibwaanawitoon', 'fst_analyses': ['bwaanawitoon+VTI+Ind+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': 'wii-kiziibiiginamaan', 'fst_analyses': ['PVTense/wii+giziibiiginan+VTI+Cnj+Pos+Neu+1SgSubj+0PlObj', 'PVTense/wii+giziibiiginan+VTI+Cnj+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': 'nzhiigan', 'fst_analyses': ['zhiigan+NID+Sg+1SgPoss']}, {'word_form': 'wenji-agwaagozhiiganeyaan', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",es
Ningiziibiiginaanan onaaganan jibwaa-agwaakadodeg wiisiniwin.,I'm washing the dishes before the food sticks to them.,"[{'word_form': 'ningiziibiiginaanan', 'fst_analyses': ['giziibiiginan+VTI+Ind+Pos+Neu+1SgSubj+0PlObj']}, {'word_form': 'onaaganan', 'fst_analyses': ['onaagan+NI+Pl']}, {'word_form': 'jibwaa-agwaakadodeg', 'fst_analyses': []}, {'word_form': 'wiisiniwin', 'fst_analyses': ['wiisiniwin+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Wiinaabikadoon gidoonaaganan. Gidaa-giziibiiginaanin.,Your dishes are dirty. We should wash them.,"[{'word_form': 'wiinaabikadoon', 'fst_analyses': ['wiinaabikad+VII+Ind+Pos+Neu+0PlSubj']}, {'word_form': 'gidoonaaganan', 'fst_analyses': ['onaagan+NI+Pl+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gidaa-giziibiiginaanin', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Gojip a'awe name.,Taste that sturgeon.,"[{'word_form': 'gojip', 'fst_analyses': ['gojipwi+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'gojip+VTA+Imp+Sim+2SgSubj+3SgProxObj', 'gojipwi+VTA+Imp+Sim+2SgSubj+3PlProxObj', 'gojip+VTA+Imp+Sim+2SgSubj+3PlProxObj']}, {'word_form': ""a'awe"", 'fst_analyses': [""a'awe+PRONDem+NA+ProxSg""]}, {'word_form': 'name', 'fst_analyses': ['name+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",es
Aaniin dash gaa-ipwaad iniwen namen gaa-ashamind.,How did that sturgeon he was fed taste to him?,"[{'word_form': 'aaniin', 'fst_analyses': ['aaniin+PCInterj', 'aaniin+ADVInter']}, {'word_form': 'dash', 'fst_analyses': ['dash+ADVConj']}, {'word_form': 'gaa-ipwaad', 'fst_analyses': ['PVSub/gaa+ipwi+VTA+Cnj+Pos+Neu+3SgProxSubj+3SgObvObj', 'PVSub/gaa+ipwi+VTA+Cnj+Pos+Neu+3SgProxSubj+3PlObvObj']}, {'word_form': 'iniwen', 'fst_analyses': ['iniwen+PRONDem+NI+Pl', 'iniwen+PRONDem+NA+ObvSg', 'iniwen+PRONDem+NA+ObvPl']}, {'word_form': 'namen', 'fst_analyses': []}, {'word_form': 'gaa-ashamind', 'fst_analyses': ['PVSub/gaa+asham+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]",es
Aapiji booziiwagizi name.,Sturgeon has very rich meat.,"[{'word_form': 'aapiji', 'fst_analyses': ['aapiji+ADVDeg']}, {'word_form': 'booziiwagizi', 'fst_analyses': []}, {'word_form': 'name', 'fst_analyses': ['name+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",nj
Mangaadigonam. Ganabaj gichi-name gaa-googa'ang.,There's a big ripple. I think it was a big sturgeon jumping out of the water.,"[{'word_form': 'mangaadigonam', 'fst_analyses': ['mangaadigonam+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': 'gichi-name', 'fst_analyses': ['PNLex/gichi+name+NA+ProxSg', 'PNLex/chi+name+NA+ProxSg+2SgPoss']}, {'word_form': ""gaa-googa'ang"", 'fst_analyses': [""PVSub/gaa+googa'am+VAI+Cnj+Pos+Neu+3SgProxSubj"", ""PVTense/gii+googa'am+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead"", ""PVTense/gii+googa'am+VAI+Pcp+Pos+Neu+3PlProxSubj+3PlProxHead""]}, {'word_form': '.', 'fst_analyses': []}]",nj
Tommy madwe-mookobii dibikong.,Tommy was on a crying jag last night.,"[{'word_form': 'tommy', 'fst_analyses': []}, {'word_form': 'madwe-mookobii', 'fst_analyses': ['PVLex/madwe+mookobii+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'dibikong', 'fst_analyses': ['dibikong+ADVTmp']}, {'word_form': '.', 'fst_analyses': []}]",nj
Gii-shaabobizo imaa gibaakwa'iganing.,He drove through the barricade.,"[{'word_form': 'gii-shaabobizo', 'fst_analyses': ['PVTense/gii+zhaabobizo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'imaa', 'fst_analyses': ['imaa+ADVLoc']}, {'word_form': ""gibaakwa'iganing"", 'fst_analyses': [""gibaakwa'igan+NI+Loc""]}, {'word_form': '.', 'fst_analyses': []}]",es
Gii-tajisewag ogo gaa-naganindwaa.,The ones left behind were late.,"[{'word_form': 'gii-tajisewag', 'fst_analyses': ['PVTense/gii+dajise+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'ogo', 'fst_analyses': ['ogo+PRONDem+NA+ProxPl']}, {'word_form': 'gaa-naganindwaa', 'fst_analyses': ['PVSub/gaa+nagazh+VTA+Cnj+Pos+Neu+XSubj+3PlProxObj']}, {'word_form': '.', 'fst_analyses': []}]",es
Ogii-miiwi'aan iniw odikweman gaa-onji-naganigod.,He drove his woman away -- that's why she left him.,"[{'word_form': ""ogii-miiwi'aan"", 'fst_analyses': [""PVTense/gii+miiwi'+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj"", ""PVTense/gii+miiwi'+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj""]}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem+NI+Pl', 'iniw+PRONDem+NA+ObvSg', 'iniw+PRONDem+NA+ObvPl']}, {'word_form': 'odikweman', 'fst_analyses': ['ikwe+NA+Poss+ObvPl+3SgProxPoss', 'ikwe+NA+Poss+ObvSg+3SgProxPoss']}, {'word_form': 'gaa-onji-naganigod', 'fst_analyses': ['PVSub/gaa+PVRel/onji+nagazh+VTA+Cnj+Pos+Neu+3PlObvSubj+3SgProxObj', 'PVSub/gaa+PVRel/onji+nagazh+VTA+Cnj+Pos+Neu+3SgObvSubj+3SgProxObj', 'PVSub/gaa+PVRel/onji+nagazh+VTA+Cnj+Pos+Neu+0SgSubj+3SgProxObj', 'PVSub/gaa+PVRel/onji+nagazh+VTA+Cnj+Pos+Neu+0PlSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}]",es
Gii-kiikibii'ige aw asigibii'igewinini aana-gikendaasod.,The accountant is smart enough and knows better than to make false entries.,"[{'word_form': ""gii-kiikibii'ige"", 'fst_analyses': []}, {'word_form': 'aw', 'fst_analyses': ['aw+PRONDem+NA+ProxSg']}, {'word_form': ""asigibii'igewinini"", 'fst_analyses': [""asigibii'igewinini+NA+ProxSg""]}, {'word_form': 'aana-gikendaasod', 'fst_analyses': ['PVTense/aana+gikendaaso+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]",es
Ningii-wi-adaawe bizindamoo-makak.,I went to buy a radio.,"[{'word_form': 'ningii-wi-adaawe', 'fst_analyses': ['PVTense/gii+PVDir/wi+adaawen+VAIO+Ind+Pos+Neu+1SgSubj', 'PVTense/gii+PVDir/wi+adaawe+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': 'bizindamoo-makak', 'fst_analyses': ['bizindamoo-makak+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",rg
Ombiigwewemagad i'iw bizindamoo-makak.,That radio is loud.,"[{'word_form': 'ombiigwewemagad', 'fst_analyses': ['ombiigwewe+VAI+Der/magad+VII+Ind+Pos+Neu+0SgSubj', 'ombiigwewe+VII+Aug/magad+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': 'bizindamoo-makak', 'fst_analyses': ['bizindamoo-makak+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]",rg
Mii 'iw zhigwa maajiishkaamagak iwe odaabaan waa-niisaakiiwebideg.,Now that car is beginning to move that's going to be rolling down the hill.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'iw', 'fst_analyses': ['iw+PRONDem+NI+Sg']}, {'word_form': 'zhigwa', 'fst_analyses': ['zhigwa+ADVTmp']}, {'word_form': 'maajiishkaamagak', 'fst_analyses': ['maajiishkaa+VAI+Der/magad+VII+Cnj+Pos+Neu+0SgSubj', 'maajiishkaa+VII+Aug/magad+VII+Cnj+Pos+Neu+0SgSubj', 'maajiishkaa+VAI+Der/magad+VII+Cnj+Pos+Neu+0PlSubj', 'maajiishkaa+VII+Aug/magad+VII+Cnj+Pos+Neu+0PlSubj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'odaabaan', 'fst_analyses': ['odaabaan+NA+ProxSg', 'odaabaan+NI+Sg']}, {'word_form': 'waa-niisaakiiwebideg', 'fst_analyses': ['PVTense/wii+niisaakiiwebide+VII+Pcp+Pos+Neu+0SgSubj+0SgHead']}, {'word_form': '.', 'fst_analyses': []}]",es
Jiikaagamin iwe aniibiish. Weweni ogii-minwaagamitoon.,The tea was real good. He brewed it really well.,"[{'word_form': 'jiikaagamin', 'fst_analyses': ['jiikaagamin+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': 'iwe', 'fst_analyses': ['iwe+PRONDem+NI+Sg']}, {'word_form': 'aniibiish', 'fst_analyses': ['aniib+NA+Pej+ProxSg', 'aniibiish+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'weweni', 'fst_analyses': ['weweni+ADVMan']}, {'word_form': 'ogii-minwaagamitoon', 'fst_analyses': ['PVTense/gii+minwaagamitoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': '.', 'fst_analyses': []}]",es
Mii sa aangwaamas gii-kiziiyaabide'od awe gaa-maazhimaagwanaamod akiwenziiyish.,That old man with the bad breath finally brushed his teeth.,"[{'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': 'sa', 'fst_analyses': ['sa+PCDisc']}, {'word_form': 'aangwaamas', 'fst_analyses': ['aangwaamas+ADVTmp']}, {'word_form': ""gii-kiziiyaabide'od"", 'fst_analyses': [""PVTense/gii+giziiyaabide'o+VAI+Cnj+Pos+Neu+3SgProxSubj""]}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'gaa-maazhimaagwanaamod', 'fst_analyses': ['PVSub/gaa+maazhimaagwanaamo+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+maazhimaagwanaamo+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': 'akiwenziiyish', 'fst_analyses': ['akiwenzii+NA+Pej+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]",es
Gii-gichi-ojibinigogaade wenji-gaagiijigaaded awe bemibatood.,The runner had a bad cramp in his leg and that's why it's sore.,"[{'word_form': 'gii-gichi-ojibinigogaade', 'fst_analyses': ['PVTense/gii+PVLex/gichi+ojibinigogaade+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'wenji-gaagiijigaaded', 'fst_analyses': ['PVRel/onji+gaagiijigaade+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'bemibatood', 'fst_analyses': ['bimibatoo+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]",es
Gii-webaasin i'iw babiinzikawaagan omaa aana-gii-agoodooyaan.,That jacket I hung up here blew away.,"[{'word_form': 'gii-webaasin', 'fst_analyses': ['PVTense/gii+webaasin+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': 'babiinzikawaagan', 'fst_analyses': ['babiinzikawaagan+NI+Sg']}, {'word_form': 'omaa', 'fst_analyses': ['omaa+ADVLoc']}, {'word_form': 'aana-gii-agoodooyaan', 'fst_analyses': ['PVTense/aana+PVTense/gii+agoodoo+VAI+Cnj+Pos+Neu+1SgSubj', 'PVTense/aana+PVTense/gii+agoodoon+VTI+Cnj+Pos+Neu+1SgSubj+0PlObj', 'PVTense/aana+PVTense/gii+agoodoon+VTI+Cnj+Pos+Neu+1SgSubj+0SgObj']}, {'word_form': '.', 'fst_analyses': []}]",es
Jiigashkiig agoodoon aki waa'-apambinaawasoyan.,Hang up the moss you are going to use for the cradle board by the muskeg.,"[{'word_form': 'jiigashkiig', 'fst_analyses': ['jiigashkiig+ADVLoc']}, {'word_form': 'agoodoon', 'fst_analyses': ['agoodoo+VAI+Imp+Sim+2SgSubj', 'agoodoon+VTI+Imp+Sim+2SgSubj+0PlObj', 'agoodoon+VTI+Imp+Sim+2SgSubj+0SgObj']}, {'word_form': 'aki', 'fst_analyses': ['aki+NI+Sg']}, {'word_form': ""waa'-apambinaawasoyan"", 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}]",nj
Ogii-pabaa-bakwajibidoon iniw agwaakwa'iganan gaa-pabaa-agoodood zhebaa.,He went around and took the signs down he posted this morning.,"[{'word_form': 'ogii-pabaa-bakwajibidoon', 'fst_analyses': ['PVTense/gii+PVDir/babaa+bakwajibidoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem+NI+Pl', 'iniw+PRONDem+NA+ObvSg', 'iniw+PRONDem+NA+ObvPl']}, {'word_form': ""agwaakwa'iganan"", 'fst_analyses': [""agwaakwa'igan+NI+Pl""]}, {'word_form': 'gaa-pabaa-agoodood', 'fst_analyses': ['PVTense/gii+PVDir/babaa+agoodoo+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': 'zhebaa', 'fst_analyses': ['zhebaa+ADVTmp']}, {'word_form': '.', 'fst_analyses': []}]",es
