Ojibwe,English,Speaker,Audio Link
Mii 'iw bijiinag gii-nanaa'endang gaa-oko-gwayakobii'igaadenig obiindigajigan.,He was satisfied after they completely rewrote his resolution.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/nanaa_endan__ti1_ex__sp66043.mp4
Gii-noonashkine awe makwa aana-wii-piindigeyooded imaa waanzhing.,That bear didn't fit when he tried to crawl into that den.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/makwa___ex122__es675021.mp4
Ondamizi awe endwewemad. Megwaa-ozhitamaage iwidi bakejiigaan.,The person your asking for is pretty busy right now building an addition to a house.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ozhitamaage___ex41__es562141.mp4
Mii go iwidi gaa-ina'adooyaan dibikong gii-izhaayaan.,That's the way I walked when I went last night.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ina_adoo__ai_ex__sp69042_0.mp4
Mii go naasaab ena'adood iniwen bema'anaad.,He's following in the same footsteps as what he's tracking.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ina_adoo__ai_ex__sp67084_0.mp4
Onzaam dabasaagamishkaa nimiskwiim.,My blood pressure is too low.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/dabasaagamishkaa___ex108__nj611445.mp4
Mii iwe gaa-igod iniw mashkikiiwininiwan ji-inanjiged.,That is what the doctor told him -- to be on a certain diet.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/inanjige__ai_ex__sp66494_0.mp4
Gii-kiimoodanokii aana-gii-igod ini mashkikiiwininiwan ji-anokiisig.,He worked in secret even though the doctor told him not to work.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/giimoodanokii__ai_ex__sp65470_0.mp4
Mii go bijiinag gii-mamayaawiiwaad midaaso-diba'iganeg zhebaa.,They finally started moving around and waking up around ten o'clock this morning.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/midaaso-diba_iganed__ai_ex__sp66904_0.mp4
Zaasagokwaanagwaa opiniing nindagozwaag zhigaagawanzhiig.,When I fry potatoes, I add onions.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/zhigaagawanzh__na_ex__rg68109_0.mp4
Iska'an gijiimaan jibwaa-ani-dibikak. Maagizhaa da-gashkadin.,Get the water out of your canoe before tonight. Maybe (the lake) will freeze up.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/iska_an___ex66__nj61130510.mp4
Onjibizo a'aw diba'igiiziswaan imaa desaabaaning.,The clock fell off the shelf.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/diba_igiiziswaan__na_ex__rg68118_0.mp4
Gego imaa izhaaken. Zhiishiigwaakaa imaa.,Don't go there. There's rattlesnakes there.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/zhiishiigwaakaa___ex24__es561047_0.mp4
Gego babaamenimaaken a'awe. Giga-wanishkwe'aa awe mezinikojiged.,Don't bother that person. You will distract him while he's carving.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/mazinikojige__ai_ex__sp67428_0.mp4
Gego indawaaj gozisiidaa.,Let's not move after all.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gozi__ai_ex__sp67235_0.mp4
Giishpin dewikweshkid, gego miinaaken iw mashkikiins.,If he's always got a headache, don't give him a pill.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/dewikweshki__ai_ex__sp65611_0.mp4
Ayaangwaamizin. Gego ozhaashishingen.,Be careful. Don't slip and fall.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ozhaashishin__ai_ex__sp65929_0.mp4
Ingii-waabamaag ojiindiwaad awe gizhenaabens miinawaa mindimooyenh.,I saw that old gentleman and an old lady kissing.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ojiindiwag__ai_ex__sp67556_0.mp4
Mii go apane bi-anzhikewizid a'awe bizhigwaabe.,That bachelor has always been alone.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/anzhikewizi__ai_ex__sp66822_3.mp4
Injiikenimaa weweni bamenindizod awe bizhigwaabe.,I like the way that bachelor is really taking care of himself.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/bamenindizo___ex52__es673013.mp4
Mii go omaa ba-danakamigizid banaajitood iwe wezisijigaadenig,He's coming right behind messing up the things that were set up.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/banaajitoon___ex56__es673014.mp4
Namadakidoon giwaagaakwad jibwaa-ningwaagoneg.,Stick your axe upright before it gets covered by snow.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/namadakidoon___ex145__nj61133207.mp4
Gaganoonidiwaad igi ininiwag waanda-wiinaajimowag naa.,When the men are talking together, they talk real dirty.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiinaajimo__ai_ex__rg68371_0.mp4
Wiinaajimo gaa-toodawind ikwezens. Gii-kwaashkwanodawaa.,The girl told a story of what happened to her.  She was raped.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiinaajimo___ex64__nj529008.mp4
Ogii'-onzaami-bengozaan ojiibaakwaan.,He made his soup too thick.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bengozan___ex90__nj611400.mp4
Gikinawaaj inaago'o ogimaakaan. Miigwani-wiiwakwaan obiizikaan.,A chief dresses in a certain way. He wears a war bonnet.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/inaago_o___ex65__nj527019.mp4
Weweni ogii-mamizhaan i'iw ode' miinawaa okon awe gaa-pagojiiniwed.,The person who dressed out (the deer) carefully cut out the heart and liver.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/mamizhan__ti1_ex__sp66870_0.mp4
Gaagiidaawigane awe gaa-izhiiwiid mitigoon gii-tazhiikawaad bijiinaago.,He's got a sore back because he was lifting logs yesterday.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gaagiidaawigane___ex52__es564160.mp4
Miskwaabikide iwe biiwaabik.,That piece of iron is red hot.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/miskwaabikide__ii_ex__sp66862_0.mp4
Ogii-pwaanawitoon aana-gagwe-nagajimaandang imaa endazhi-bigishkanimaagwadinig.,He couldn't get used to the rotting smell there even though he tried,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/nagajimaam__ta_ex__sp67951_0.mp4
Boodaweyaan naa gaa-izhi-jaagizoyaan wiisagaakizoyaan.,I was making a fire and burnt myself, and it hurt.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiisagaakizo__ai_ex__rg68356_0.mp4
Gii'-wiisagaakizo gii-jaagizod aakwaagamide-bimide.,He really got hurt when he got burned by hot grease.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiisagaakizo___ex121__nj529020.mp4
Nawaj igo wiisagaagamin iwe naboob. Ganabaj banaadaagamisin.,The soup tastes a little bit acrid. I think it's spoiling.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiisagaagamin__ii_ex__sp66666_0.mp4
Wiisagaagamin gigaapiikaan; onzaam niibiwa gigii-tagonaan.,Your coffee tastes bitter because you put too much in.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiisagaagamin___ex105__nj529016.mp4
Bagakitaagozi awe gaa-inaajimod.,The story teller is so clear. = S/he tells h/ story so clearly.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bagakitaagozi___ex112__nj61133308.mp4
Bagamaajimo: "Wii'-niimi'idiwag anishinaabeg aabita-biboong.",He arrived with news. "The Anishinaabeg will be having a mid-winter powow.",nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bagamaajimo___ex114__nj61133402.mp4
Gii-onzaamibizowag imaa washkamonig igiw gaa-anibesewaad.,They went too fast around that turn -- that's why they tipped.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/anibese__ai_ex__es68079_0.mp4
Gii-onzaamibizo gaa-onji-biigwaasidood 'i badagwana'igan,He drove too fast and ripped the tarpaulin.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/biigwaasidoon__ti2_ex__sp65745_0.mp4
Gii-onzaamibizo gaa-onji-bakobiibizod.,He overshot where he was going so he ran into the water.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/bakobiibizo__ai_ex__sp65511_0.mp4
Naawininj gidaa-atamawaa asemaan biindaakoonad.,Put the tobacco right in the middle of her palm when you honor her.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/naawininj___ex92__nj520020_0.mp4
Indaga o-wewebaabiigin 'a abinoojiinyens debwewidang.,Go swing that baby you hear crying.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/wewebaabiigin__ta_ex__sp67681_0.mp4
Agaamaakwaa debwewidam gookooko'oo.,An owl can be heard from in the woods across the ridge.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/agaamaakwaa___ex46__nj520013_0.mp4
Dibikong debwewidam gaa-madwe-mawid. Aapiji go agaasitaagozi, maagizhaa abinoojiinh.,Someone was heard crying last night. They sounded so small, like a child.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/agaasitaagozi___ex112__nj592115.mp4
Gaa-goshkosed igo naa awe gechi-onzaamigaamod.,That fat guy is shaking like jello.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/goshkose__ai_ex__sp67232_0.mp4
Odaapinan gaa-ozaawibagak aniibiish.,Pick up a brown leaf.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/ozaawibagad___ex106__nj826080.mp4
Biindigen. Gego memwech madweyaakwa'igeken. Aazha misawaa gigii'-waabamin.,Come in!  You don't have to knock. I already saw you anyway.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/misawaa___ex202__nj520094.mp4
Gego memwech ganoonaaken gimaamaa. Goshko-mawadishi.,You don't have to call your mum. Give her a surprise visit.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/gego_20memwech___ex55__nj591163.mp4
Gego memwech wiindamawaaken. Aazha ogikendaan waa'-izhichiged.,You don't have to tell him. He already knows what to do.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/gego_20memwech___ex119__nj610009.mp4
Wiinitam iidog wii-kaagiigido.,He wants to speak first.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiinitam__pr_ex__sp65681_0.mp4
Wiinitam da-wiisini gookomisinaan.,Let grandma eat first.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiinitam___ex222__nj520055.mp4
Wiinitam wii-pimibatoo.,It's his turn to run.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiinitam__pr_ex__sp65681ALT_0.mp4
Wiinitam gii'-maajitaa.,He started doing it first!,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiinitam___ex112__nj747007.mp4
Noomaya naa gii-piinaagamin iwe gaa-bakwebiigamiseg,A little while ago that water was nice and clear and now it's all dirtied up.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/bakwebiigamise__ii_ex__espo67310_0.mp4
Dakwaakozi 'aw mishiiminaatig bedakizod.,The apple tree standing there is short.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/dakwaakozi__ai_ex__sp65689_0.mp4
Onzaam dakwaakozi 'aw biindasaagan... ji-aabaji'agiban.,That net board is too short for me to use.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/dakwaakozi__ai_ex__sp65687_0.mp4
Makade-ozaawadowewag amikwag, ningoding gaye waabishkadowewag.,Beavers have dark brown fur and sometimes white fur.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/waabishkadowe___ex90__nj611418.mp4
Giga-aabaaka'amoon iwe ataasoowigamig giishpin wendamiziwanen.,I'll unlock the storage shed for you if you're too busy.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/aabaabika_amaw__ta_ex__sp67202_0.mp4
Giishpin ondamiziyan, niin giga-ozhibii'igetamawin. Wiindamawishin waa'-ikidoyan.,If you are too busy, I'll write the letter for you. Just tell me what you want to say.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/ozhibii_igetamaw___ex79__nj529065.mp4
Aandi enaashid.,Where's it flying?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/inaashi___ex79__nj591061.mp4
Baapi'idiwag dazhimaawaad ogete-wiinimoshenyiwaan. Daabida iniwe gaa-mikomaawaad.,They laugh together when they mention an old sweetheart of theirs. They're talking about the same guy!,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/baapi_idiwag___ex47__nj593145.mp4
Ogii-mikomaan iniw ogete-wiiwan.,He talked about his ex-wife.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/mikom__ta_ex__sp66154_0.mp4
Wiinishin a'aw giziingwe'on.,The towel is dirty.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiinishin__ai_ex__rg68368_0.mp4
Niwani-bagidinaag ningiziingwe'onag.,I misplaced my towels.,rg,https://s3.amazonaws.com/ojibwe-audio-transcoded/giziingwe_on__na_ex__rg68127_0.mp4
Weweni ozagakiiginaa' ogiziingwe'ona' gaa-paasonid.,She folded her towels neatly after they were dry.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/zagakiigin___ex60__nj591034.mp4
Eyedawaya'ii agwapidewan.,They're tied on on both sides,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/eyedawaya_ii__av_ex__sp65320_0.mp4
Ninandawendam ji-bimosemagak anishinaabemowin.,I hope the Native language will carry on.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/andawendam___ex114__nj592127.mp4
Andawendam ji-miinind zhooniyaan waa'-awi'aazod imaa zhooniyaawigamigong.,He's wishing his loan would go through at the bank.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/andawendam___ex130__nj61133704.mp4
Aaniin enaandeg.,What color it it?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/inaande___ex105__nj522010.mp4
Ogii-piimaskonaan 'iw zagaakwa'igan gii-mashkawaakwa'ang.,He turned the bolt to tighten it.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/biimaskonan__ti1_ex__sp65562_0.mp4
Giishpin mikwaminaaniwang, waabowayaan gidaa-badagwana'waa gidoodaabaan ji-maakishkoozosig.,When there's a hailstorm, you should cover your car with a blanket so it doesn't get dented.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/mikwaminaaniwan___ex105__nj529131.mp4
Gii-takakamigaabaawe dibikong gii-gimiwang. Ganabaj gii'-mikwaminaaniwan.,The rain last night made the ground cold. I think there might have been some hail with it.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/dakakamigaabaawe___ex63__nj591040.mp4
Minweweshin mikwam ogidabak gii-mikwaminaaniwang.,The hail sounds good hitting on top of the roof.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/minweweshin___ex32__nj523152.mp4
Noonashkine; onzaam ginwaa.,It won't fit because it's too long.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/noonashkine__ii_ex__sp65686_0.mp4
Ogidaatig nanaamadabi bizhiins.,A cat is sitting on the log.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/ogidaatig___ex179__nj520046.mp4
Gichi-nanaamadabi naanaagadawendang miinawaa bagosendang ji-mizhakwadinig.,He's sitting there thinking and wishing it would clear up.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/bagosendam__ai2_ex__espo67302_1.mp4
Gibichibiisaag, apii agwajiing imaa niwii-o-nanaamadab.,When the rain stops I'm going to go outside and sit around.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gibichibiisaa___ex127__es562168.mp4
Wawiinge gichi-nanaamadabiwag igiweg enwebiwaad.,The guys resting are sitting around taking it easy.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/anwebi__ai_ex__sp67218_0.mp4
Gaawiin gegoo inaabadizisii; onzaam nibaashki.,He's not good for anything because he sleeps all the time.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/nibaashki__ai_ex__sp65404_0.mp4
Anaamaya'ii gii-inaabi andawaabandang ogiboodiyegwaazon.,He looked underneath for his trousers.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/anaamaya_ii__av_ex__sp65316ad2_0.mp4
Daga sa naa inaabin ezhaayang, Giga-bitaabikishinimin.,Come on now, look where we're going. We might hit a reef.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/daga_20sa_20naa___ex334__nj520065.mp4
Ingii-waabamaa baa-aabitoojiinaad.,I saw him with his arm around her waist.,lsa,https://s3.amazonaws.com/ojibwe-audio-transcoded/aabitoojiin__ta_cn_ex_3s-4_dir__AS55001.mp4
Naazibiiwidoon waasigani-bimide-atoobaanan.,Take the gas tanks down to the lake.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/naazibiiwidoon___ex68__nj524010.mp4
Onzaam waasa danakamigad. Gaawiin ganabaj nindaa-izhaasii.,The gathering is too far away. I don't think I'll go.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/onzaam_20waasa___ex112__nj520038_0.mp4
Onzaam waasa gidoonjii ji-gii-ni-wiijiiwinaambaan.,You live too far away for me to go with you. [song],es,https://s3.amazonaws.com/ojibwe-audio-transcoded/onjii__ai_ex__sp65413_0.mp4
Onzaam waasa gii-shiibii gaa-onji-ajijised.,He stretched out too far -- that's why he took a nose dive.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ajijise__ai_ex__sp66534_0.mp4
Aaniin ezhimaateg.,How is its aroma?,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/izhimaate___ex28__nj590141.mp4
Mii iwidi ezhimaateg okwabiwaad igiw waasiniwaad.,The smell is going towards that group of people eating,,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/izhimaate__ii_ex__sp67172add_0.mp4
Ningii-pookoshkaa'ig oshki-odaabaan gii-adaaweyaan.,Buying a new vehicle made me broke.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bookoshkaa____ex107__nj528054.mp4
Gikinawaaj inaago'o ogimaakaan. Miigwani-wiiwakwaan obiizikaan.,A chief dresses in a certain way. He wears a war bonnet.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/inaago_o___ex65__nj527019.mp4
Ningii-pawaadamaagoo gikinawaaj ji-izhinaagozid opwaagan.,Someone dreamed of me owning a pipe of this description.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/opwaagan___ex152__nj611451.mp4
Gaye wiinawaa iidog wii-ashangewag.,They too must want to participate in the feast.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/gaye_wiinawaa__pr_ex__sp65680_0.mp4
Wiinawaa ogii'-ozhitoonaawaa waakaa'igan.,They built their own house.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/wiinawaa___ex173__nj520091.mp4
Gaagiijijaane; onzaam omigiiwi biinjijaan.,His nose is sore because he has sores in his nose.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/biinjijaan___ex288__nj520064.mp4
Gichi-booski-makadewaagamin i'iwe makade-mashkikiwaaboo.,That coffee is really black.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/booski-__pv_ex__sp66867_0.mp4
Naanan ningii-piinaag waabizheshiwag. Zhebaa dash gakina ningii-pakonaag, miinawaa ningii-shiiba'waag.,I brought back five martens. This morning I skinned all of them and put them on stretchers.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/bakon___ex103__nj211411.mp4
Nawaj agaasikodan gizhiiba'ataanaak. Agaashiinyi gaa-wii-shiiba'wad,Make your stretcher a little smaller. What you are going to stretch on it is pretty small.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/agaasikodan___ex61__nj591060.mp4
Wii-aabadad owe biiminikwaan. Maanoo go ginwaabiigizhan,They're going to use this rope, Try and cut it long anyway.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ginwaabiigizhan__ti1_ex__sp67021_0.mp4
Aandi ena'oyeg.,Where are you paddling to?,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ina_o__ai_ex__sp67086_0.mp4
Geyaabi go minomaagozi giigoonh. Gaawiin mashi wanaajishinzii.,The fish still smells okay. It's not spoiled yet,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/minomaagozi___ex25__nj590141.mp4
Inaabin enakwazhiweyan. Giga-bitaabikishin minisaabik.,Look where you paddle to. You might get hung up on a reef.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/minisaabik___ex102__nj523148.mp4
Manginaagozi mikwam gaa-waasishing minisaabikong.,There is a big shining pile of ice on the reef.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/manginaagozi___ex112__nj590110.mp4
Gego inoo'angen minisaabik. Da-bagamaanimad giishpin inoo'aman minisaabik.,Don't point to the reef. A strong wind will come up if you point at a reef.,nj,https://s3.amazonaws.com/ojibwe-audio-transcoded/inoo_an___ex27__nj527075.mp4
Ningaabii'anong inagakeyaa ogii-ina'anaan oosan.,He tracked his father toward the west.,es,https://s3.amazonaws.com/ojibwe-audio-transcoded/ina_azh__ta_ex__sp67086_0.mp4
